filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
0.png,1687117,"{}",6,0,"{""name"":""rect"",""x"":1131,""y"":739,""width"":369,""height"":452}","{}"
0.png,1687117,"{}",6,1,"{""name"":""rect"",""x"":2369,""y"":325,""width"":367,""height"":460}","{}"
0.png,1687117,"{}",6,2,"{""name"":""rect"",""x"":2446,""y"":723,""width"":393,""height"":452}","{}"
0.png,1687117,"{}",6,3,"{""name"":""rect"",""x"":940,""y"":1338,""width"":359,""height"":447}","{}"
0.png,1687117,"{}",6,4,"{""name"":""rect"",""x"":777,""y"":1470,""width"":377,""height"":325}","{}"
0.png,1687117,"{}",6,5,"{""name"":""rect"",""x"":282,""y"":1410,""width"":375,""height"":382}","{}"
1.png,3792627,"{}",1,0,"{""name"":""rect"",""x"":2247,""y"":1131,""width"":385,""height"":470}","{}"
2.png,2180179,"{}",3,0,"{""name"":""rect"",""x"":2338,""y"":899,""width"":486,""height"":555}","{}"
2.png,2180179,"{}",3,1,"{""name"":""rect"",""x"":1813,""y"":1638,""width"":400,""height"":158}","{}"
2.png,2180179,"{}",3,2,"{""name"":""rect"",""x"":455,""y"":1635,""width"":406,""height"":160}","{}"
3.png,3703982,"{}",2,0,"{""name"":""rect"",""x"":1113,""y"":1369,""width"":483,""height"":416}","{}"
3.png,3703982,"{}",2,1,"{""name"":""rect"",""x"":1932,""y"":1276,""width"":390,""height"":473}","{}"
4.png,2381602,"{}",4,0,"{""name"":""rect"",""x"":470,""y"":1289,""width"":377,""height"":460}","{}"
4.png,2381602,"{}",4,1,"{""name"":""rect"",""x"":1831,""y"":1080,""width"":377,""height"":447}","{}"
4.png,2381602,"{}",4,2,"{""name"":""rect"",""x"":1475,""y"":1617,""width"":387,""height"":178}","{}"
4.png,2381602,"{}",4,3,"{""name"":""rect"",""x"":2335,""y"":478,""width"":488,""height"":457}","{}"
5.png,3596359,"{}",8,0,"{""name"":""rect"",""x"":359,""y"":387,""width"":473,""height"":416}","{}"
5.png,3596359,"{}",8,1,"{""name"":""rect"",""x"":599,""y"":431,""width"":488,""height"":418}","{}"
5.png,3596359,"{}",8,2,"{""name"":""rect"",""x"":1390,""y"":431,""width"":460,""height"":480}","{}"
5.png,3596359,"{}",8,3,"{""name"":""rect"",""x"":2374,""y"":741,""width"":385,""height"":465}","{}"
5.png,3596359,"{}",8,4,"{""name"":""rect"",""x"":2374,""y"":1002,""width"":411,""height"":429}","{}"
5.png,3596359,"{}",8,5,"{""name"":""rect"",""x"":1369,""y"":1338,""width"":385,""height"":442}","{}"
5.png,3596359,"{}",8,6,"{""name"":""rect"",""x"":1583,""y"":1374,""width"":377,""height"":398}","{}"
5.png,3596359,"{}",8,7,"{""name"":""rect"",""x"":612,""y"":1361,""width"":385,""height"":426}","{}"
6.png,2391227,"{}",3,0,"{""name"":""rect"",""x"":462,""y"":803,""width"":387,""height"":447}","{}"
6.png,2391227,"{}",3,1,"{""name"":""rect"",""x"":584,""y"":1369,""width"":380,""height"":424}","{}"
6.png,2391227,"{}",3,2,"{""name"":""rect"",""x"":979,""y"":1638,""width"":385,""height"":158}","{}"
7.png,3713202,"{}",9,0,"{""name"":""rect"",""x"":351,""y"":240,""width"":499,""height"":344}","{}"
7.png,3713202,"{}",9,1,"{""name"":""rect"",""x"":597,""y"":243,""width"":491,""height"":320}","{}"
7.png,3713202,"{}",9,2,"{""name"":""rect"",""x"":1382,""y"":243,""width"":478,""height"":468}","{}"
7.png,3713202,"{}",9,3,"{""name"":""rect"",""x"":2374,""y"":509,""width"":393,""height"":468}","{}"
7.png,3713202,"{}",9,4,"{""name"":""rect"",""x"":2389,""y"":653,""width"":403,""height"":475}","{}"
7.png,3713202,"{}",9,5,"{""name"":""rect"",""x"":1583,""y"":1064,""width"":390,""height"":475}","{}"
7.png,3713202,"{}",9,6,"{""name"":""rect"",""x"":1361,""y"":1152,""width"":382,""height"":452}","{}"
7.png,3713202,"{}",9,7,"{""name"":""rect"",""x"":963,""y"":1379,""width"":387,""height"":416}","{}"
7.png,3713202,"{}",9,8,"{""name"":""rect"",""x"":615,""y"":1090,""width"":393,""height"":452}","{}"
8.png,2468416,"{}",5,0,"{""name"":""rect"",""x"":470,""y"":524,""width"":380,""height"":447}","{}"
8.png,2468416,"{}",5,1,"{""name"":""rect"",""x"":571,""y"":1051,""width"":408,""height"":449}","{}"
8.png,2468416,"{}",5,2,"{""name"":""rect"",""x"":992,""y"":1341,""width"":382,""height"":439}","{}"
